fm,reference,metric,n,mean_left,mean_right,delta,wins,p_raw,p_floor,p_bh
cbramod_frozen_p2,seed_ensemble,ECE,9,0.09975804312426574,0.062077459469292245,0.03768058365497349,2,0.0390625,0.00390625,0.060391104294478526
cbramod_frozen_p4,baseline,ECE,9,0.10649387625933501,0.06693007664252407,0.03956379961681096,1,0.0390625,0.00390625,0.060391104294478526
cbramod_frozen_p4,eegconformer_narrowband_tuned,ECE,9,0.10649387625933501,0.07441345211817953,0.03208042414115549,2,0.0390625,0.00390625,0.060391104294478526
cbramod_frozen_p4,shallow_convnet_broadband_tuned,ECE,9,0.10649387625933501,0.06918488944770784,0.03730898681162719,2,0.0390625,0.00390625,0.060391104294478526
cbramod_loso,eegconformer_narrowband_tuned,ECE,9,0.10889294635008635,0.07441345211817953,0.03447949423190683,1,0.0390625,0.00390625,0.060391104294478526
cbramod_loso,seed_ensemble,ECE,9,0.10889294635008635,0.062077459469292245,0.04681548688079413,2,0.0390625,0.00390625,0.060391104294478526
labram_frozen_p4,seed_ensemble,ECE,9,0.10132153911133758,0.062077459469292245,0.039244079642045335,2,0.0390625,0.00390625,0.060391104294478526
labram_loso,seed_ensemble,ECE,9,0.10358399392871674,0.062077459469292245,0.0415065344594245,2,0.0390625,0.00390625,0.060391104294478526
cbramod_frozen_p2,baseline,ECE,9,0.09975804312426574,0.06693007664252407,0.03282796648174167,1,0.0546875,0.00390625,0.0801235465116279
cbramod_frozen_p4,atcnet_broadband_tuned,ECE,9,0.10649387625933501,0.0745345200220473,0.03195935623728771,3,0.0546875,0.00390625,0.0801235465116279
cbramod_frozen_p4,shallow_convnet_broadband,ECE,9,0.10649387625933501,0.07341050971098356,0.03308336654835147,2,0.0546875,0.00390625,0.0801235465116279
cbramod_loso,baseline,ECE,9,0.10889294635008635,0.06693007664252407,0.04196286970756231,1,0.0546875,0.00390625,0.0801235465116279
labram_loso,shallow_convnet_broadband_tuned,ECE,9,0.10358399392871674,0.06918488944770784,0.03439910448100891,3,0.0546875,0.00390625,0.0801235465116279
labram_loso,baseline,ECE,9,0.10358399392871674,0.06693007664252407,0.03665391728619268,2,0.07421875,0.00390625,0.10566737288135593
labram_loso,shallow_convnet_broadband,ECE,9,0.10358399392871674,0.07341050971098356,0.030173484217733186,3,0.07421875,0.00390625,0.10566737288135593
cbramod_frozen_p4,shallow_convnet_narrowband_tuned,ECE,9,0.10649387625933501,0.07327586887995394,0.03321800737938109,1,0.09765625,0.00390625,0.13447745901639344
cbramod_loso,shallow_convnet_broadband_tuned,ECE,9,0.10889294635008635,0.06918488944770784,0.03970805690237854,3,0.09765625,0.00390625,0.13447745901639344
labram_frozen_p2,baseline,ECE,9,0.09223368120480993,0.06693007664252407,0.025303604562285857,2,0.09765625,0.00390625,0.13447745901639344
labram_frozen_p4,shallow_convnet_narrowband_tuned,ECE,9,0.10132153911133758,0.07327586887995394,0.028045670231383657,1,0.09765625,0.00390625,0.13447745901639344
cbramod_frozen_p4,atcnet_narrowband_tuned,ECE,9,0.10649387625933501,0.07546427749103785,0.031029598768297178,3,0.12890625,0.00390625,0.17097039473684209
cbramod_loso,shallow_convnet_broadband,ECE,9,0.10889294635008635,0.07341050971098356,0.03548243663910281,3,0.12890625,0.00390625,0.17097039473684209
cbramod_loso,shallow_convnet_narrowband_tuned,ECE,9,0.10889294635008635,0.07327586887995394,0.03561707747013244,2,0.12890625,0.00390625,0.17097039473684209
labram_frozen_p4,baseline,ECE,9,0.10132153911133758,0.06693007664252407,0.03439146246881352,2,0.12890625,0.00390625,0.17097039473684209
labram_frozen_p4,shallow_convnet_broadband_tuned,ECE,9,0.10132153911133758,0.06918488944770784,0.03213664966362976,3,0.12890625,0.00390625,0.17097039473684209
cbramod_frozen_p2,shallow_convnet_broadband_tuned,ECE,9,0.09975804312426574,0.06918488944770784,0.030573153676557902,3,0.1640625,0.00390625,0.20671875
cbramod_loso,atcnet_narrowband_tuned,ECE,9,0.10889294635008635,0.07546427749103785,0.03342866885904852,3,0.1640625,0.00390625,0.20671875
labram_frozen_p2,shallow_convnet_broadband_tuned,ECE,9,0.09223368120480993,0.06918488944770784,0.023048791757102092,2,0.1640625,0.00390625,0.20671875
labram_frozen_p4,atcnet_broadband_tuned,ECE,9,0.10132153911133758,0.0745345200220473,0.02678701908929028,3,0.1640625,0.00390625,0.20671875
labram_frozen_p4,atcnet_narrowband_tuned,ECE,9,0.10132153911133758,0.07546427749103785,0.025857261620299745,3,0.1640625,0.00390625,0.20671875
labram_frozen_p4,eegconformer_narrowband_tuned,ECE,9,0.10132153911133758,0.07441345211817953,0.026908086993158057,2,0.1640625,0.00390625,0.20671875
labram_frozen_p4,shallow_convnet_broadband,ECE,9,0.10132153911133758,0.07341050971098356,0.027911029400354035,4,0.1640625,0.00390625,0.20671875
labram_loso,atcnet_narrowband_tuned,ECE,9,0.10358399392871674,0.07546427749103785,0.028119716437678903,2,0.1640625,0.00390625,0.20671875
labram_loso,eegconformer_narrowband_tuned,ECE,9,0.10358399392871674,0.07441345211817953,0.02917054181053721,3,0.1640625,0.00390625,0.20671875
cbramod_frozen_p2,eegconformer_narrowband_tuned,ECE,9,0.09975804312426574,0.07441345211817953,0.0253445910060862,3,0.203125,0.00390625,0.2472826086956522
cbramod_frozen_p2,shallow_convnet_broadband,ECE,9,0.09975804312426574,0.07341050971098356,0.02634753341328218,3,0.203125,0.00390625,0.2472826086956522
